signal_id,timestamp_utc,direction,entry_price,MFE_ticks,MAE_ticks,outcome_sl2,outcome_sl3,outcome_sl4,outcome_sl5,outcome_sl6,outcome_sl7,outcome_sl10,classification,time_to_tp_sec,time_to_sl5_sec
786,2026-07-04 23:01:59 UTC,SHORT,1.8240,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,19.6,N/A
787,2026-07-04 23:07:59 UTC,LONG,1.8250,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,396.7
788,2026-07-04 23:17:59 UTC,LONG,1.8150,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,16.4,N/A
789,2026-07-04 23:24:59 UTC,SHORT,1.8240,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,81.9,N/A
790,2026-07-04 23:32:59 UTC,LONG,1.8210,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,103.3,N/A
791,2026-07-04 23:44:59 UTC,LONG,1.8220,2.0,7.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,SAVED_BY_SL10,2041.4,143.7
792,2026-07-04 23:50:59 UTC,LONG,1.8180,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,90.1,N/A
793,2026-07-04 23:57:59 UTC,SHORT,1.8180,2.0,5.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,223.4,N/A
794,2026-07-05 00:13:59 UTC,SHORT,1.8200,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,190.9,N/A
795,2026-07-05 00:22:59 UTC,SHORT,1.8220,2.0,5.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,557.4,N/A
796,2026-07-05 00:29:59 UTC,LONG,1.8270,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,106.8
797,2026-07-05 00:36:59 UTC,LONG,1.8170,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,61.8,N/A
798,2026-07-05 00:47:59 UTC,SHORT,1.8300,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,19.5,N/A
799,2026-07-05 00:52:59 UTC,LONG,1.8300,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,174.5
800,2026-07-05 00:59:59 UTC,LONG,1.8260,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,9.4,N/A
801,2026-07-05 01:06:59 UTC,SHORT,1.8280,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,41.0,N/A
802,2026-07-05 01:21:59 UTC,LONG,1.8100,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,137.3,N/A
803,2026-07-05 01:31:59 UTC,SHORT,1.8150,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,70.6,N/A
804,2026-07-05 01:39:59 UTC,LONG,1.8160,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,192.6
805,2026-07-05 01:42:59 UTC,SHORT,1.8130,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,12.6,N/A
806,2026-07-05 01:47:59 UTC,SHORT,1.8080,2.0,9.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,SAVED_BY_SL10,1054.3,194.7
807,2026-07-05 01:50:59 UTC,LONG,1.8130,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,81.4,N/A
808,2026-07-05 01:55:59 UTC,SHORT,1.8150,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,37.7,N/A
809,2026-07-05 02:02:59 UTC,SHORT,1.8090,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,141.7,N/A
810,2026-07-05 02:09:59 UTC,LONG,1.8100,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,71.3
811,2026-07-05 02:12:59 UTC,SHORT,1.7920,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,7.7,N/A
812,2026-07-05 02:15:59 UTC,LONG,1.7930,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,102.0,N/A
813,2026-07-05 02:23:59 UTC,SHORT,1.7950,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,26.6,N/A
814,2026-07-05 02:37:59 UTC,SHORT,1.8030,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,7.6,N/A
815,2026-07-05 02:47:59 UTC,LONG,1.7910,2.0,9.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,SAVED_BY_SL10,109.6,52.4
816,2026-07-05 02:50:59 UTC,LONG,1.7940,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,22.9,N/A
817,2026-07-05 02:54:59 UTC,SHORT,1.7880,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,564.0
818,2026-07-05 03:06:59 UTC,SHORT,1.7900,2.0,5.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,822.4,N/A
819,2026-07-05 03:10:59 UTC,LONG,1.7930,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,159.9,N/A
820,2026-07-05 03:16:59 UTC,SHORT,1.7920,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,48.5,N/A
821,2026-07-05 03:22:59 UTC,LONG,1.7970,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,48.6,N/A
822,2026-07-05 03:26:59 UTC,SHORT,1.7960,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,29.9,N/A
823,2026-07-05 03:34:59 UTC,LONG,1.7830,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,24.9,N/A
824,2026-07-05 03:42:59 UTC,SHORT,1.7830,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,13.5,N/A
825,2026-07-05 03:46:59 UTC,LONG,1.7800,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,214.2,N/A
826,2026-07-05 03:55:59 UTC,SHORT,1.7830,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,6.2,N/A
827,2026-07-05 03:57:59 UTC,SHORT,1.7710,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,15.2,N/A
828,2026-07-05 04:04:59 UTC,LONG,1.7440,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,0.8,N/A
829,2026-07-05 04:10:59 UTC,SHORT,1.7400,2.0,3.0,LOSS,LOSS,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,12.6,N/A
830,2026-07-05 04:18:59 UTC,SHORT,1.7400,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,55.5,N/A
831,2026-07-05 04:28:59 UTC,SHORT,1.7420,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,366.9,N/A
832,2026-07-05 04:38:59 UTC,LONG,1.7420,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,104.7,N/A
833,2026-07-05 04:47:59 UTC,SHORT,1.7410,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,252.3,N/A
834,2026-07-05 04:55:59 UTC,LONG,1.7380,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,6.9,N/A
835,2026-07-05 05:02:59 UTC,SHORT,1.7380,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,184.8,N/A
836,2026-07-05 05:06:59 UTC,LONG,1.7370,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,401.6,N/A
837,2026-07-05 05:11:59 UTC,LONG,1.7360,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,55.3,N/A
838,2026-07-05 05:18:59 UTC,SHORT,1.7400,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,26.8,N/A
839,2026-07-05 05:26:59 UTC,LONG,1.7390,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,98.8,N/A
840,2026-07-05 05:30:59 UTC,SHORT,1.7380,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,123.0,N/A
841,2026-07-05 05:35:59 UTC,LONG,1.7400,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,155.2,N/A
842,2026-07-05 05:41:59 UTC,SHORT,1.7390,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,16.7,N/A
843,2026-07-05 05:48:59 UTC,LONG,1.7370,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,92.4,N/A
844,2026-07-05 05:55:59 UTC,SHORT,1.7420,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,78.6,N/A
845,2026-07-05 06:03:59 UTC,LONG,1.7360,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,5.6,N/A
846,2026-07-05 06:05:59 UTC,LONG,1.7410,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,108.4,N/A
847,2026-07-05 06:10:59 UTC,SHORT,1.7380,2.0,6.0,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,WIN,SAVED_BY_SL10,370.4,239.8
848,2026-07-05 06:22:59 UTC,LONG,1.7330,2.0,7.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,SAVED_BY_SL10,419.3,333.8
849,2026-07-05 06:25:59 UTC,LONG,1.7320,2.0,6.0,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,WIN,SAVED_BY_SL10,239.3,153.8
850,2026-07-05 06:35:59 UTC,SHORT,1.7300,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,17.4,N/A
851,2026-07-05 06:41:59 UTC,LONG,1.7140,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,2.9,N/A
852,2026-07-05 06:48:59 UTC,SHORT,1.7180,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,31.0,N/A
853,2026-07-05 06:57:59 UTC,SHORT,1.7170,2.0,5.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1022.9,N/A
854,2026-07-05 07:08:59 UTC,SHORT,1.7180,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,347.6,N/A
855,2026-07-05 07:18:59 UTC,LONG,1.7150,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,52.0
856,2026-07-05 07:23:59 UTC,LONG,1.7080,2.0,5.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,541.7,N/A
857,2026-07-05 07:27:59 UTC,SHORT,1.7050,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,460.3
858,2026-07-05 07:37:59 UTC,SHORT,1.7070,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,590.1,N/A
859,2026-07-05 07:49:59 UTC,LONG,1.7080,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,43.1,N/A
860,2026-07-05 07:54:59 UTC,SHORT,1.7110,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,37.7,N/A
861,2026-07-05 07:57:59 UTC,SHORT,1.7100,2.0,6.0,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,WIN,SAVED_BY_SL10,346.5,140.8
862,2026-07-05 08:08:59 UTC,LONG,1.7070,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,80.3,N/A
863,2026-07-05 08:20:59 UTC,LONG,1.7060,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,88.1,N/A
864,2026-07-05 08:24:59 UTC,SHORT,1.7060,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,134.4,N/A
865,2026-07-05 08:37:59 UTC,LONG,1.6980,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,21.8,N/A
866,2026-07-05 08:39:59 UTC,LONG,1.7030,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,51.6,N/A
867,2026-07-05 08:43:59 UTC,SHORT,1.6990,2.0,5.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1046.4,N/A
868,2026-07-05 08:57:59 UTC,SHORT,1.7000,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,145.0,N/A
869,2026-07-05 09:09:59 UTC,SHORT,1.7020,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,20.5,N/A
870,2026-07-05 09:20:59 UTC,LONG,1.6980,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,377.0
871,2026-07-05 09:29:59 UTC,LONG,1.6930,2.0,3.0,LOSS,LOSS,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,239.1,N/A
872,2026-07-05 09:38:59 UTC,SHORT,1.6950,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,47.1,N/A
873,2026-07-05 09:45:59 UTC,LONG,1.6890,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,608.9,N/A
874,2026-07-05 09:53:59 UTC,SHORT,1.6860,2.0,7.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,SAVED_BY_SL10,477.7,128.9
875,2026-07-05 09:59:59 UTC,SHORT,1.6900,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,5.5,N/A
876,2026-07-05 10:04:59 UTC,LONG,1.6870,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,96.0,N/A
877,2026-07-05 10:12:59 UTC,SHORT,1.6930,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,484.7,N/A
878,2026-07-05 10:22:59 UTC,LONG,1.6940,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,307.2,N/A
879,2026-07-05 10:23:59 UTC,LONG,1.6940,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,247.2,N/A
880,2026-07-05 10:34:59 UTC,SHORT,1.6980,2.0,5.0,LOSS,LOSS,LOSS,LOSS,WIN,WIN,WIN,SAVED_BY_SL10,840.9,483.7
881,2026-07-05 10:42:59 UTC,LONG,1.6990,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,3.7,N/A
882,2026-07-05 10:51:59 UTC,LONG,1.6960,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,6.3,N/A
883,2026-07-05 11:02:59 UTC,SHORT,1.7000,2.0,6.0,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,WIN,SAVED_BY_SL10,759.5,49.9
884,2026-07-05 11:18:59 UTC,LONG,1.6980,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,12.2,N/A
885,2026-07-05 11:26:59 UTC,SHORT,1.6990,2.0,5.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,2002.1,N/A
886,2026-07-05 11:32:59 UTC,LONG,1.7010,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,17.6,N/A
887,2026-07-05 11:43:59 UTC,SHORT,1.7020,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,311.8,N/A
888,2026-07-05 11:49:59 UTC,LONG,1.7000,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,669.9
889,2026-07-05 11:56:59 UTC,LONG,1.6990,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,158.8,N/A
890,2026-07-05 12:01:59 UTC,SHORT,1.6940,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,32.6,N/A
891,2026-07-05 12:05:59 UTC,LONG,1.6930,2.0,5.0,LOSS,LOSS,LOSS,LOSS,WIN,WIN,WIN,SAVED_BY_SL10,704.1,495.5
892,2026-07-05 12:16:59 UTC,LONG,1.6930,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,44.1,N/A
893,2026-07-05 12:22:59 UTC,SHORT,1.7000,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,3.4,N/A
894,2026-07-05 12:24:59 UTC,SHORT,1.6990,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,275.4
895,2026-07-05 12:33:59 UTC,SHORT,1.7090,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,38.2,N/A
896,2026-07-05 12:46:59 UTC,LONG,1.7170,2.0,3.0,LOSS,LOSS,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,310.0,N/A
897,2026-07-05 12:53:59 UTC,LONG,1.7220,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,433.5
898,2026-07-05 12:57:59 UTC,SHORT,1.7220,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,56.5,N/A
899,2026-07-05 13:04:59 UTC,LONG,1.7160,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,11.8,N/A
900,2026-07-05 13:36:59 UTC,SHORT,1.7190,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,316.6,N/A
901,2026-07-05 13:45:59 UTC,LONG,1.7170,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,38.3
902,2026-07-05 13:51:59 UTC,LONG,1.7100,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,673.0
903,2026-07-05 13:59:59 UTC,SHORT,1.7090,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,2.8,N/A
904,2026-07-05 14:07:59 UTC,LONG,1.7010,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,13.4,N/A
905,2026-07-05 14:18:59 UTC,LONG,1.6950,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,217.1,N/A
906,2026-07-05 14:24:59 UTC,SHORT,1.6950,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,86.8,N/A
907,2026-07-05 14:35:59 UTC,LONG,1.6870,2.0,3.0,LOSS,LOSS,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,175.1,N/A
908,2026-07-05 14:45:59 UTC,SHORT,1.6890,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,802.8
909,2026-07-05 14:52:59 UTC,SHORT,1.6910,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,405.9
910,2026-07-05 14:56:59 UTC,SHORT,1.6910,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,165.9
911,2026-07-05 15:01:59 UTC,SHORT,1.6940,2.0,8.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,SAVED_BY_SL10,1667.5,112.2
912,2026-07-05 15:12:59 UTC,LONG,1.6970,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,8.7,N/A
913,2026-07-05 15:23:59 UTC,LONG,1.6950,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,70.5,N/A
914,2026-07-05 15:32:59 UTC,LONG,1.6950,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,200.2,N/A
915,2026-07-05 15:38:59 UTC,SHORT,1.6910,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,227.7,N/A
916,2026-07-05 15:46:59 UTC,LONG,1.6920,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,588.1,N/A
917,2026-07-05 15:50:59 UTC,SHORT,1.6920,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,51.4,N/A
918,2026-07-05 15:52:59 UTC,SHORT,1.6900,2.0,5.0,LOSS,LOSS,LOSS,LOSS,WIN,WIN,WIN,SAVED_BY_SL10,794.3,414.7
919,2026-07-05 15:59:59 UTC,SHORT,1.6950,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,4.9,N/A
920,2026-07-05 16:11:59 UTC,LONG,1.6880,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,28.9,N/A
921,2026-07-05 16:15:59 UTC,SHORT,1.6810,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,191.4,N/A
922,2026-07-05 16:28:59 UTC,SHORT,1.6880,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,45.2,N/A
923,2026-07-05 16:34:59 UTC,LONG,1.6860,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,60.4,N/A
924,2026-07-05 16:39:59 UTC,LONG,1.6870,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,93.0,N/A
925,2026-07-05 16:47:59 UTC,SHORT,1.6890,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,240.8,N/A
926,2026-07-05 16:55:59 UTC,LONG,1.6880,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,99.8,N/A
927,2026-07-05 16:56:59 UTC,LONG,1.6870,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,9.3,N/A
928,2026-07-05 17:04:59 UTC,LONG,1.6900,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,617.8,N/A
929,2026-07-05 17:22:59 UTC,SHORT,1.6960,2.0,3.0,LOSS,LOSS,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,323.5,N/A
930,2026-07-05 17:34:59 UTC,LONG,1.6920,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,41.1,N/A
931,2026-07-05 17:43:59 UTC,SHORT,1.6920,2.0,3.0,LOSS,LOSS,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,784.8,N/A
932,2026-07-05 17:48:59 UTC,LONG,1.6920,2.0,5.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1516.1,N/A
933,2026-07-05 17:53:59 UTC,LONG,1.6920,2.0,5.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1216.1,N/A
934,2026-07-05 18:02:59 UTC,SHORT,1.6900,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,58.7,N/A
935,2026-07-05 18:06:59 UTC,LONG,1.6920,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,436.1,N/A
936,2026-07-05 18:09:59 UTC,SHORT,1.6910,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,885.6,N/A
937,2026-07-05 18:16:59 UTC,SHORT,1.6930,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,43.8,N/A
938,2026-07-05 18:21:59 UTC,LONG,1.6920,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,17.2,N/A
939,2026-07-05 18:33:59 UTC,LONG,1.6930,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,451.2,N/A
940,2026-07-05 18:37:59 UTC,SHORT,1.6920,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,684.8
941,2026-07-05 18:43:59 UTC,SHORT,1.6920,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,324.8
942,2026-07-05 18:49:59 UTC,LONG,1.7050,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,178.2
943,2026-07-05 19:03:59 UTC,LONG,1.6980,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,51.8,N/A
944,2026-07-05 19:07:59 UTC,SHORT,1.6980,2.0,6.0,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,WIN,SAVED_BY_SL10,673.5,306.1
945,2026-07-05 19:17:59 UTC,SHORT,1.6970,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,73.5,N/A
946,2026-07-05 19:24:59 UTC,LONG,1.6940,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,434.1,N/A
947,2026-07-05 19:34:59 UTC,SHORT,1.6960,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,0.7,N/A
948,2026-07-05 19:46:59 UTC,LONG,1.6950,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,21.3,N/A
949,2026-07-05 19:51:59 UTC,SHORT,1.6970,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,229.5,N/A
950,2026-07-05 19:58:59 UTC,LONG,1.6960,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,254.1,N/A
